"","iphone","iphonedisunc","iphonedisneg","iphoneperpos","iphonedispos","iphonecampos","iphonecamunc","iphoneperneg","iphoneperunc","iphonesentiment.1","iphonesentiment"
"19626",0,0,0,1,0,0,0,0,0,"0","1"
"19627",0,0,0,2,0,1,0,0,0,"0","1"
"19628",0,0,1,5,0,2,2,0,0,"0","1"
"19629",0,0,0,1,0,0,0,0,0,"0","1"
"19630",0,0,0,3,0,0,0,0,0,"0","1"
"19631",0,0,0,0,0,0,0,0,0,"0","1"
"19632",1,0,0,0,0,0,0,0,0,"5","6"
"19633",2,0,0,0,1,0,0,0,0,"5","6"
"19634",1,0,0,0,0,0,0,0,0,"5","6"
"19635",0,0,0,0,0,0,0,2,0,"0","1"
"19636",0,0,0,0,0,0,0,4,0,"0","1"
"19637",0,0,0,0,0,0,0,0,0,"0","1"
"19638",0,0,0,3,0,0,0,0,0,"0","1"
"19639",0,0,0,0,0,0,0,0,0,"0","1"
"19640",0,0,1,0,0,0,0,0,0,"0","1"
"19641",0,0,0,0,0,0,0,2,0,"0","1"
"19642",0,0,0,0,0,0,0,0,0,"0","1"
"19643",0,0,0,3,0,0,0,0,0,"0","1"
"19644",1,0,0,0,0,0,0,0,0,"5","6"
"19645",0,0,2,0,0,13,0,0,0,"0","1"
"19646",0,0,0,0,3,0,0,0,0,"0","1"
"19647",0,0,0,0,0,1,0,0,0,"0","1"
"19648",1,0,0,0,0,0,0,0,0,"5","6"
"19649",1,0,0,0,0,0,0,0,0,"5","6"
"19650",2,0,0,0,0,0,0,0,0,"5","6"
"19651",0,0,0,0,0,0,0,8,0,"0","1"
"19652",0,0,0,0,0,0,0,0,0,"0","1"
"19653",1,1,0,0,0,0,0,0,0,"3","4"
"19654",2,0,0,0,3,0,0,0,0,"5","6"
"19655",0,0,0,30,0,0,3,0,0,"0","1"
"19656",0,0,0,0,1,0,0,0,0,"0","1"
"19657",1,1,0,0,1,0,0,0,0,"3","4"
"19658",0,0,0,0,0,0,0,1,0,"0","1"
"19659",0,0,0,0,0,0,0,0,0,"0","1"
"19660",0,0,0,0,0,0,0,0,0,"0","1"
"19661",0,0,0,0,2,0,0,5,0,"0","1"
"19662",1,0,0,0,0,0,0,0,0,"5","6"
"19663",0,0,0,0,0,0,0,0,0,"0","1"
"19664",0,0,0,0,0,0,0,0,0,"0","1"
"19665",0,0,0,1,4,0,0,0,0,"0","1"
"19666",1,0,0,0,0,0,0,0,0,"5","6"
"19667",0,0,0,3,0,0,0,0,0,"0","1"
"19668",1,0,0,0,0,0,0,0,0,"5","6"
"19669",0,0,0,0,0,0,0,1,0,"0","1"
"19670",0,0,1,0,0,0,0,0,0,"0","1"
"19671",0,0,0,0,1,0,0,0,4,"0","1"
"19672",2,2,0,0,0,0,0,0,0,"3","4"
"19673",0,0,0,1,0,5,1,0,0,"0","1"
"19674",0,0,5,0,0,4,0,0,0,"0","1"
"19675",0,0,0,0,0,0,0,0,0,"0","1"
"19676",0,0,0,0,0,0,0,0,0,"0","1"
"19677",0,0,0,0,0,0,0,0,0,"0","1"
"19678",0,0,0,0,0,0,0,0,0,"0","1"
"19679",2,4,0,0,0,0,0,0,10,"5","6"
"19680",0,0,1,0,0,0,0,0,0,"0","1"
"19681",0,0,0,0,0,0,0,1,0,"0","1"
"19682",0,0,0,0,0,0,0,0,0,"0","1"
"19683",2,0,0,0,0,0,0,0,0,"5","6"
"19684",0,0,0,0,0,0,0,0,0,"0","1"
"19685",0,0,0,0,0,0,0,1,0,"0","1"
"19686",0,0,0,0,0,0,0,4,0,"0","1"
"19687",0,0,0,0,0,0,0,0,0,"0","1"
"19688",1,0,0,0,15,0,0,0,17,"5","6"
"19689",1,1,0,0,0,0,0,0,0,"3","4"
"19690",0,0,0,1,0,0,0,0,0,"0","1"
"19691",0,0,0,4,0,0,2,0,0,"0","1"
"19692",0,0,0,0,0,0,0,0,0,"0","1"
"19693",1,0,0,0,0,0,0,0,0,"5","6"
"19694",0,0,0,0,1,0,0,0,1,"0","1"
"19695",1,3,0,0,4,0,0,0,2,"5","6"
"19696",0,0,0,0,0,0,0,0,0,"0","1"
"19697",0,0,0,0,0,0,0,0,0,"0","1"
"19698",0,0,0,0,0,0,0,1,0,"0","1"
"19699",0,0,0,0,0,0,0,0,3,"0","1"
"19700",0,0,2,0,0,2,1,0,0,"0","1"
"19701",0,0,0,0,0,0,0,16,0,"0","1"
"19702",0,0,0,0,0,0,0,0,0,"0","1"
"19703",0,0,6,0,0,0,0,0,0,"0","1"
"19704",1,0,0,0,0,0,0,0,0,"5","6"
"19705",0,0,0,0,0,0,0,1,0,"0","1"
"19706",0,0,0,0,6,0,0,0,0,"0","1"
"19707",1,2,0,0,3,0,0,0,1,"5","6"
"19708",0,0,0,0,0,0,0,0,0,"0","1"
"19709",0,0,0,0,0,0,0,0,0,"0","1"
"19710",1,0,0,0,0,0,0,0,0,"5","6"
"19711",0,0,0,0,2,0,0,0,0,"0","1"
"19712",0,0,0,2,0,0,0,0,0,"0","1"
"19713",1,0,0,0,0,0,0,0,0,"5","6"
"19714",1,3,0,0,0,0,0,0,2,"5","6"
"19715",1,0,0,0,0,0,0,0,0,"5","6"
"19716",1,0,0,0,0,0,0,0,3,"5","6"
"19717",0,0,0,0,0,0,0,0,0,"0","1"
"19718",0,0,0,0,0,0,0,0,0,"0","1"
"19719",0,0,5,12,0,0,0,0,0,"0","1"
"19720",0,0,0,0,0,0,0,0,0,"0","1"
"19721",1,0,0,0,0,0,0,0,0,"5","6"
"19722",0,0,0,3,4,0,0,0,0,"0","1"
"19723",0,0,5,0,0,0,0,0,0,"0","1"
"19724",0,0,0,0,0,0,0,0,0,"0","1"
"19725",0,0,0,0,0,0,0,2,0,"0","1"
"19726",0,0,0,0,0,0,0,1,0,"0","1"
"19727",0,0,7,0,0,0,0,0,0,"0","1"
"19728",0,0,0,0,3,0,0,0,0,"0","1"
"19729",1,0,0,0,0,0,0,0,0,"5","6"
"19730",0,0,0,0,0,0,0,0,0,"0","1"
"19731",1,0,0,0,0,0,0,0,0,"5","6"
"19732",0,0,0,0,0,0,0,2,0,"0","1"
"19733",0,0,0,0,2,0,0,0,2,"0","1"
"19734",0,0,0,0,0,2,0,0,0,"0","1"
"19735",0,0,0,0,0,0,0,1,0,"0","1"
"19736",1,0,0,0,0,0,0,0,0,"5","6"
"19737",1,0,0,0,0,0,0,0,0,"5","6"
"19738",1,0,0,0,1,0,0,0,0,"3","4"
"19739",1,0,0,0,6,0,0,0,2,"5","6"
"19740",0,0,0,0,2,0,0,0,0,"0","1"
"19741",0,0,0,0,0,0,0,18,0,"0","1"
"19742",0,0,0,0,0,0,0,6,0,"0","1"
"19743",0,0,0,0,0,0,0,1,0,"0","1"
"19744",0,0,10,20,0,1,1,0,0,"0","1"
"19745",1,0,0,0,15,0,0,0,5,"5","6"
"19746",0,0,1,0,0,0,0,0,0,"0","1"
"19747",1,0,0,0,2,0,0,0,0,"3","4"
"19748",0,28,0,0,0,7,0,0,0,"0","1"
"19749",0,0,0,0,0,0,0,5,0,"0","1"
"19750",0,0,0,0,0,0,0,0,0,"0","1"
"19751",0,0,0,0,0,0,0,0,0,"0","1"
"19752",1,0,0,0,0,0,0,0,0,"5","6"
"19753",2,0,0,0,0,0,0,0,0,"5","6"
"19754",1,0,0,0,0,0,0,0,1,"5","6"
"19755",1,0,0,0,0,0,0,0,0,"5","6"
"19756",0,0,0,0,0,0,0,0,0,"0","1"
"19757",1,0,0,0,0,0,0,0,0,"5","6"
"19758",0,0,0,0,0,0,0,0,0,"0","1"
"19759",0,6,0,0,0,0,0,0,0,"0","1"
"19760",1,0,0,0,0,0,0,0,0,"5","6"
"19761",0,0,0,0,1,0,0,0,9,"0","1"
"19762",1,1,0,0,0,0,0,0,0,"3","4"
"19763",0,0,0,0,0,0,0,8,0,"0","1"
"19764",0,0,0,0,0,0,0,0,0,"0","1"
"19765",0,0,0,0,0,0,0,0,0,"0","1"
"19766",0,0,0,0,0,0,0,6,0,"0","1"
"19767",0,0,0,0,0,0,0,4,0,"0","1"
"19768",0,0,0,0,0,0,0,0,0,"0","1"
"19769",1,0,0,0,0,0,0,0,0,"5","6"
"19770",0,0,0,0,0,0,0,1,0,"0","1"
"19771",1,0,0,0,0,0,0,0,0,"5","6"
"19772",0,0,0,0,0,0,0,0,0,"0","1"
"19773",1,2,0,0,0,0,0,0,0,"3","4"
"19774",0,0,0,0,0,0,0,0,0,"0","1"
"19775",0,0,5,5,0,4,4,0,0,"0","1"
"19776",0,0,0,0,0,0,0,3,0,"0","1"
"19777",0,0,0,0,0,0,0,0,0,"0","1"
"19778",0,0,0,0,2,0,0,0,0,"0","1"
"19779",1,0,0,0,0,0,0,0,0,"5","6"
"19780",0,0,0,0,0,0,0,0,0,"0","1"
"19781",1,6,0,0,7,0,0,0,7,"5","6"
"19782",0,0,0,0,0,0,0,0,0,"0","1"
"19783",0,0,0,0,0,0,0,0,0,"0","1"
"19784",0,0,4,0,0,7,0,0,0,"0","1"
"19785",0,0,0,0,0,0,0,0,0,"0","1"
"19786",0,0,0,0,0,0,0,0,0,"0","1"
"19787",0,0,4,0,0,0,0,0,0,"0","1"
"19788",0,0,0,0,0,0,0,0,0,"0","1"
"19789",6,0,0,0,0,0,0,0,0,"5","6"
"19790",0,0,0,0,0,0,0,1,0,"0","1"
"19791",0,0,0,0,0,0,0,0,0,"0","1"
"19792",0,0,0,0,0,0,0,0,0,"0","1"
"19793",0,0,0,0,0,0,0,0,0,"0","1"
"19794",0,0,0,0,2,0,0,0,0,"0","1"
"19795",0,0,2,0,0,0,0,0,0,"0","1"
"19796",0,0,0,0,0,0,0,0,0,"0","1"
"19797",1,0,0,0,0,0,0,0,0,"5","6"
"19798",0,0,0,8,0,0,1,0,0,"0","1"
"19799",1,0,0,0,0,0,0,0,0,"5","6"
"19800",0,0,0,2,3,0,0,0,0,"0","1"
"19801",0,0,0,0,0,0,0,0,0,"0","1"
"19802",0,0,0,0,2,0,0,0,0,"0","1"
"19803",3,0,0,0,0,0,0,0,0,"5","6"
"19804",0,0,0,0,0,0,0,0,0,"0","1"
"19805",0,0,0,2,0,0,0,0,0,"0","1"
"19806",0,0,0,0,1,0,0,0,0,"0","1"
"19807",0,0,0,3,0,3,1,0,0,"0","1"
"19808",0,0,0,0,0,0,0,0,3,"0","1"
"19809",0,0,2,0,0,0,0,0,4,"0","1"
"19810",1,0,0,0,1,0,0,0,2,"5","6"
"19811",0,0,0,14,0,2,2,0,0,"0","1"
"19812",0,0,0,0,0,0,0,0,0,"0","1"
"19813",1,4,0,0,0,0,0,0,2,"5","6"
"19814",1,0,0,0,0,0,0,0,0,"5","6"
"19815",0,0,0,0,0,0,0,0,0,"0","1"
"19816",0,0,0,0,4,0,0,0,6,"0","1"
"19817",0,0,0,0,0,0,2,0,0,"0","1"
"19818",0,0,0,0,0,0,0,0,0,"0","1"
"19819",0,0,0,0,0,2,0,0,0,"0","1"
"19820",0,0,0,0,0,0,0,0,0,"0","1"
"19821",0,0,0,0,0,2,0,0,0,"0","1"
"19822",0,0,0,1,1,0,0,0,0,"0","1"
"19823",18,1,0,0,0,0,0,0,0,"5","6"
"19824",0,4,0,0,0,0,0,0,1,"0","1"
"19825",0,0,0,10,0,0,0,0,0,"0","1"
"19826",1,0,0,0,0,0,0,0,0,"5","6"
"19827",0,0,0,0,0,0,0,3,0,"0","1"
"19828",1,0,0,0,0,0,0,0,0,"5","6"
"19829",0,0,0,0,0,0,0,2,0,"0","1"
"19830",0,0,0,0,0,0,0,0,0,"0","1"
"19831",1,0,0,0,0,0,0,0,0,"5","6"
"19832",0,0,0,0,0,0,0,0,0,"0","1"
"19833",0,0,0,3,0,1,0,0,0,"0","1"
"19834",1,4,0,0,0,0,0,0,1,"5","6"
"19835",2,0,0,0,0,0,0,0,0,"5","6"
"19836",0,0,0,0,0,0,0,0,0,"0","1"
"19837",0,0,0,0,0,0,0,0,0,"0","1"
"19838",1,14,0,0,0,0,0,0,3,"5","6"
"19839",0,0,1,3,0,2,3,0,0,"0","1"
"19840",0,0,0,1,0,0,0,0,0,"0","1"
"19841",0,0,2,34,0,1,1,0,0,"0","1"
"19842",0,0,0,0,0,0,0,7,0,"0","1"
"19843",0,0,10,0,0,1,0,0,0,"0","1"
"19844",0,0,2,0,0,0,0,0,0,"0","1"
"19845",0,0,0,0,0,0,0,0,0,"0","1"
"19846",0,0,10,0,0,0,0,0,0,"0","1"
"19847",0,0,0,2,0,0,0,0,0,"0","1"
"19848",1,1,0,0,0,0,0,0,0,"3","4"
"19849",0,0,0,0,0,0,0,1,0,"0","1"
"19850",0,0,0,0,0,0,0,0,0,"0","1"
"19851",1,0,0,0,0,0,0,0,0,"5","6"
"19852",2,1,0,0,3,0,0,0,0,"3","4"
"19853",0,0,1,0,0,2,0,0,0,"0","1"
"19854",0,0,0,0,0,0,0,0,0,"0","1"
"19855",0,0,1,0,0,2,1,0,0,"0","1"
"19856",0,0,0,0,0,0,0,0,0,"0","1"
"19857",0,0,1,1,0,3,3,0,0,"0","1"
"19858",0,0,0,0,0,0,0,0,0,"0","1"
"19859",0,0,0,0,0,0,0,0,0,"0","1"
"19860",0,0,1,0,0,0,0,0,0,"0","1"
"19861",0,0,0,0,0,0,0,2,0,"0","1"
"19862",0,0,1,1,0,0,0,0,0,"0","1"
"19863",0,0,0,0,0,0,0,0,0,"0","1"
"19864",1,0,0,0,0,0,0,0,0,"5","6"
"19865",0,0,1,0,0,8,0,0,0,"0","1"
"19866",0,0,0,1,0,0,0,0,0,"0","1"
"19867",0,0,0,6,0,0,0,0,0,"0","1"
"19868",1,0,0,0,0,0,0,0,0,"5","6"
"19869",0,0,0,0,0,0,0,4,0,"0","1"
"19870",0,0,2,4,0,0,0,0,0,"0","1"
"19871",0,0,0,0,0,0,0,0,0,"0","1"
"19872",0,0,0,0,0,0,0,0,0,"0","1"
"19873",0,0,0,0,0,0,0,0,0,"0","1"
"19874",0,0,0,0,0,0,0,0,0,"0","1"
"19875",1,5,0,0,0,0,0,0,0,"3","4"
"19876",1,0,0,0,0,0,0,0,0,"5","6"
"19877",0,0,0,3,1,0,0,0,0,"0","1"
"19878",1,0,0,0,0,0,0,0,0,"5","6"
"19879",0,0,0,0,0,0,0,0,0,"0","1"
"19880",2,0,0,0,0,0,0,0,0,"5","6"
"19881",1,0,0,0,0,0,0,0,0,"5","6"
"19882",1,0,0,0,0,0,0,0,0,"5","6"
"19883",1,1,0,0,1,0,0,0,1,"5","6"
"19884",1,0,0,0,0,0,0,0,0,"5","6"
"19885",1,0,0,0,0,0,0,0,0,"5","6"
"19886",1,0,0,0,0,0,0,0,0,"5","6"
"19887",0,0,0,0,4,0,0,0,3,"0","1"
"19888",1,0,0,0,0,0,0,0,2,"5","6"
"19889",0,0,0,0,0,0,0,0,0,"0","1"
"19890",0,0,0,8,1,0,0,0,0,"0","1"
"19891",1,0,0,0,0,0,0,0,0,"5","6"
"19892",1,1,0,0,0,0,0,0,0,"3","4"
"19893",1,0,0,0,0,0,0,0,0,"5","6"
"19894",2,3,0,0,0,0,0,0,5,"5","6"
"19895",1,0,0,0,0,0,0,0,0,"5","6"
"19896",0,0,0,0,0,0,0,0,0,"0","1"
"19897",0,0,2,1,0,2,2,0,0,"0","1"
"19898",0,0,1,0,0,1,0,0,0,"0","1"
"19899",0,0,0,0,0,0,0,0,9,"0","1"
"19900",0,0,0,3,4,0,0,0,0,"0","1"
"19901",0,0,0,0,0,0,0,0,0,"0","1"
"19902",0,0,0,0,0,0,0,11,0,"0","1"
"19903",0,0,0,0,0,0,0,0,0,"0","1"
"19904",2,8,0,0,8,0,0,0,31,"5","6"
"19905",0,0,0,0,0,4,2,0,0,"0","1"
"19906",1,0,0,0,0,0,0,0,0,"5","6"
"19907",1,4,0,0,0,0,0,0,1,"5","6"
"19908",1,0,0,0,0,0,0,0,0,"5","6"
"19909",0,0,0,0,6,0,0,0,4,"0","1"
"19910",0,0,0,4,0,0,0,0,0,"0","1"
"19911",0,0,0,0,2,0,0,0,0,"0","1"
"19912",0,0,0,0,0,0,0,0,0,"0","1"
"19913",1,0,0,0,0,0,0,0,0,"5","6"
"19914",0,0,0,0,0,1,0,0,0,"0","1"
"19915",0,0,0,0,0,0,0,0,0,"0","1"
"19916",0,0,0,0,0,0,1,0,0,"0","1"
"19917",2,0,0,0,0,0,0,0,0,"5","6"
"19918",0,0,80,139,0,19,15,0,0,"0","1"
"19919",0,0,0,0,0,0,0,0,0,"0","1"
"19920",1,2,0,0,0,0,0,0,1,"5","6"
"19921",0,0,0,0,0,0,1,3,0,"0","1"
"19922",1,0,0,0,0,0,0,0,0,"5","6"
"19923",0,0,0,0,1,0,0,0,0,"0","1"
"19924",0,0,1,0,0,0,0,0,0,"0","1"
"19925",0,0,0,0,0,0,0,3,0,"0","1"
"19926",0,0,0,0,2,0,0,0,0,"0","1"
"19927",0,0,0,0,0,0,0,0,0,"0","1"
"19928",1,0,0,0,0,0,0,0,0,"5","6"
"19929",2,4,0,0,0,0,0,0,0,"3","4"
"19930",0,6,0,0,0,0,0,0,0,"0","1"
"19931",0,0,0,2,0,1,1,0,0,"0","1"
"19932",1,0,0,0,1,0,0,0,3,"5","6"
"19933",0,0,0,1,0,0,0,0,0,"0","1"
"19934",0,0,0,0,0,0,0,1,0,"0","1"
"19935",0,0,1,0,0,0,0,0,0,"0","1"
"19936",0,0,0,0,0,0,0,3,0,"0","1"
"19937",0,0,18,0,0,2,2,0,0,"0","1"
"19938",0,0,0,0,0,0,0,0,0,"0","1"
"19939",0,0,0,0,0,0,0,0,0,"0","1"
"19940",2,0,0,0,0,0,0,0,0,"5","6"
"19941",0,0,0,1,0,0,0,0,0,"0","1"
"19942",2,0,0,0,0,0,0,0,0,"5","6"
"19943",54,0,0,0,0,0,0,0,0,"5","6"
"19944",0,0,0,0,2,0,0,0,0,"0","1"
"19945",1,0,0,0,0,0,0,0,0,"5","6"
"19946",0,0,0,6,6,0,0,0,0,"0","1"
"19947",3,0,0,0,0,0,0,0,0,"5","6"
"19948",1,0,0,0,0,0,0,0,0,"5","6"
"19949",0,0,0,2,0,0,0,0,0,"0","1"
"19950",0,0,0,0,0,0,0,0,0,"0","1"
"19951",0,0,0,0,6,0,0,0,4,"0","1"
"19952",0,0,0,0,0,1,0,0,0,"0","1"
"19953",0,0,0,0,2,0,0,0,0,"0","1"
"19954",6,0,0,0,0,0,0,0,0,"5","6"
"19955",0,0,0,0,3,0,0,0,3,"0","1"
"19956",2,0,0,0,0,0,0,0,0,"5","6"
"19957",0,0,0,0,0,0,1,0,0,"0","1"
"19958",1,0,0,0,0,0,0,0,0,"5","6"
"19959",0,0,0,2,0,0,0,0,0,"0","1"
"19960",1,5,0,0,5,0,0,0,1,"5","6"
"19961",1,0,0,0,0,0,0,0,0,"5","6"
"19962",0,0,0,0,0,0,0,0,0,"0","1"
"19963",0,0,0,0,0,0,0,0,0,"0","1"
"19964",1,15,0,0,0,0,0,0,0,"3","4"
"19965",2,0,0,0,0,0,0,0,0,"5","6"
"19966",1,1,0,0,0,0,0,0,0,"3","4"
"19967",0,0,0,0,0,0,0,9,0,"0","1"
"19968",1,0,0,0,0,0,0,0,0,"5","6"
"19969",3,0,0,0,0,0,0,0,0,"5","6"
"19970",1,0,0,0,0,0,0,0,0,"5","6"
"19971",0,0,0,0,0,0,0,4,0,"0","1"
"19972",0,0,0,0,0,0,0,0,0,"0","1"
"19973",0,0,0,0,2,0,0,0,0,"0","1"
"19974",1,1,0,0,2,0,0,0,0,"3","4"
"19975",1,0,0,0,0,0,0,0,0,"5","6"
"19976",0,0,0,0,0,0,0,12,0,"0","1"
"19977",0,0,0,1,0,0,0,0,0,"0","1"
"19978",0,0,1,0,0,1,2,0,0,"0","1"
"19979",0,0,1,4,0,5,6,0,0,"0","1"
"19980",0,0,0,0,0,0,0,0,0,"0","1"
"19981",0,0,0,0,0,0,0,16,0,"0","1"
"19982",1,0,0,0,0,0,0,0,0,"5","6"
"19983",0,0,0,0,0,0,0,1,0,"0","1"
"19984",0,0,0,0,0,1,0,0,0,"0","1"
"19985",0,0,4,0,0,3,3,0,0,"0","1"
"19986",0,0,0,0,2,0,0,0,0,"0","1"
"19987",1,0,0,0,0,0,0,0,0,"5","6"
"19988",0,0,0,0,0,0,0,12,0,"0","1"
"19989",0,0,2,2,0,2,0,0,0,"0","1"
"19990",0,0,0,0,0,0,0,0,0,"0","1"
"19991",0,0,0,0,0,0,0,0,0,"0","1"
"19992",0,0,0,0,0,0,0,0,0,"0","1"
"19993",0,0,0,0,2,0,0,0,3,"0","1"
"19994",0,0,0,0,0,0,0,0,0,"0","1"
"19995",0,0,0,0,0,0,0,0,0,"0","1"
"19996",0,0,0,0,0,0,0,0,0,"0","1"
"19997",0,0,0,0,0,0,0,0,0,"0","1"
"19998",0,0,5,4,0,0,0,0,0,"0","1"
"19999",0,0,0,0,0,0,0,1,0,"0","1"
"20000",1,0,0,0,0,0,0,0,0,"5","6"
"20001",1,0,0,0,0,0,0,0,0,"5","6"
"20002",0,0,0,15,0,0,0,0,0,"0","1"
"20003",0,0,0,1,1,0,0,0,0,"0","1"
"20004",1,0,0,0,0,0,0,0,0,"5","6"
"20005",0,0,4,0,0,1,1,0,0,"0","1"
"20006",0,0,3,0,0,0,0,0,0,"0","1"
"20007",0,0,0,0,0,0,0,0,0,"0","1"
"20008",1,0,0,0,0,0,0,0,0,"5","6"
"20009",1,0,0,0,0,0,0,0,0,"5","6"
"20010",2,0,0,0,0,0,0,0,0,"5","6"
"20011",0,0,0,0,0,0,0,0,0,"0","1"
"20012",0,0,0,0,0,0,0,0,0,"0","1"
"20013",0,0,0,0,7,0,0,0,0,"0","1"
"20014",0,0,4,0,0,11,0,0,0,"0","1"
"20015",0,0,0,1,0,1,1,0,0,"0","1"
"20016",0,4,0,0,0,4,0,0,0,"0","1"
"20017",0,0,0,0,0,0,0,0,0,"0","1"
"20018",0,0,0,0,0,0,0,0,0,"0","1"
"20019",0,0,0,0,0,4,0,0,0,"0","1"
"20020",4,12,0,0,0,0,0,0,0,"5","6"
"20021",0,0,0,0,0,0,0,0,0,"0","1"
"20022",1,3,0,0,3,0,0,0,2,"5","6"
"20023",0,0,0,0,0,0,0,0,0,"0","1"
"20024",0,0,0,0,0,0,0,3,0,"0","1"
"20025",1,0,0,0,0,0,0,0,0,"5","6"
"20026",0,0,0,4,0,0,0,0,0,"0","1"
"20027",0,0,24,0,0,6,6,0,0,"0","1"
"20028",0,0,0,0,0,0,0,0,0,"0","1"
"20029",0,0,0,0,0,0,0,0,0,"0","1"
"20030",0,0,1,0,0,5,3,0,0,"0","1"
"20031",0,0,0,0,0,0,1,0,0,"0","1"
"20032",1,1,0,0,0,0,0,0,0,"3","4"
"20033",1,3,0,0,0,0,0,0,0,"3","4"
"20034",0,0,0,1,0,2,2,0,0,"0","1"
"20035",1,0,0,0,0,0,0,0,0,"5","6"
"20036",0,0,0,0,0,0,0,3,0,"0","1"
"20037",0,0,0,0,0,0,0,0,0,"0","1"
"20038",0,0,1,0,0,0,0,0,0,"0","1"
"20039",0,0,0,0,0,1,0,0,0,"0","1"
"20040",1,0,0,0,0,0,0,0,0,"5","6"
"20041",2,0,0,0,0,0,0,0,0,"5","6"
"20042",0,0,0,0,0,0,0,0,0,"0","1"
"20043",0,0,0,0,0,0,0,5,0,"0","1"
"20044",0,0,0,0,5,0,0,0,11,"0","1"
"20045",0,0,0,0,0,1,1,0,0,"0","1"
"20046",0,0,0,2,2,0,0,0,0,"0","1"
"20047",0,0,2,7,0,2,2,0,0,"0","1"
"20048",0,0,0,0,14,0,0,0,21,"0","1"
"20049",3,2,0,0,4,0,0,0,0,"5","6"
"20050",0,0,0,1,0,0,0,0,0,"0","1"
"20051",1,0,0,0,0,0,0,0,0,"5","6"
"20052",2,0,0,0,0,0,0,0,0,"5","6"
"20053",1,0,0,0,0,0,0,0,0,"5","6"
"20054",1,0,0,0,0,0,0,0,0,"5","6"
"20055",0,0,0,0,1,0,0,0,0,"0","1"
"20056",1,3,0,0,0,0,0,0,0,"3","4"
"20057",1,0,0,0,0,0,0,0,1,"5","6"
"20058",2,0,0,0,0,0,0,0,0,"5","6"
"20059",1,0,0,0,0,0,0,0,0,"5","6"
"20060",0,0,0,0,0,0,0,5,0,"0","1"
"20061",1,0,0,0,0,0,0,0,0,"5","6"
"20062",0,0,0,0,0,0,0,1,0,"0","1"
"20063",0,0,0,0,0,0,0,4,0,"0","1"
"20064",0,0,0,1,0,0,0,0,0,"0","1"
"20065",0,0,0,0,0,0,0,0,0,"0","1"
"20066",0,0,0,0,0,0,0,1,0,"0","1"
"20067",0,0,0,8,2,0,0,0,0,"0","1"
"20068",1,0,0,0,0,0,0,0,0,"5","6"
"20069",0,0,0,0,0,0,0,0,0,"0","1"
"20070",0,0,4,0,0,0,0,0,0,"0","1"
"20071",0,0,2,0,0,0,0,0,0,"0","1"
"20072",0,0,0,0,0,0,0,0,0,"0","1"
"20073",0,0,0,9,0,0,0,0,0,"0","1"
"20074",0,0,1,0,0,0,0,0,0,"0","1"
"20075",1,0,0,0,1,0,0,0,0,"3","4"
"20076",2,2,0,0,0,0,0,0,0,"3","4"
"20077",0,0,0,0,0,0,0,4,0,"0","1"
"20078",0,0,0,0,0,0,0,1,0,"0","1"
"20079",1,0,0,0,0,0,0,0,0,"5","6"
"20080",1,0,0,0,0,0,0,0,0,"5","6"
"20081",0,0,0,0,0,0,0,0,0,"0","1"
"20082",0,0,0,5,1,0,0,0,0,"0","1"
"20083",1,0,0,0,0,0,0,0,0,"5","6"
"20084",0,0,0,0,0,0,0,0,0,"0","1"
"20085",1,0,0,0,0,0,0,0,0,"5","6"
"20086",0,0,0,1,0,0,0,0,0,"0","1"
"20087",0,0,3,0,0,18,5,0,0,"0","1"
"20088",0,0,0,0,0,0,0,1,0,"0","1"
"20089",0,0,0,0,0,0,0,0,0,"0","1"
"20090",2,1,0,0,0,0,0,0,0,"3","4"
"20091",0,0,1,0,0,8,7,0,0,"0","1"
"20092",1,0,0,0,0,0,0,0,1,"5","6"
"20093",0,0,0,3,0,0,0,0,0,"0","1"
"20094",0,0,0,1,0,0,0,0,0,"0","1"
"20095",0,0,0,0,0,0,0,5,0,"0","1"
"20096",0,0,6,0,0,0,0,0,0,"0","1"
"20097",1,2,0,0,0,0,0,0,0,"3","4"
"20098",0,0,5,7,0,0,0,0,0,"0","1"
"20099",2,1,0,0,0,0,0,0,0,"3","4"
"20100",1,0,0,0,0,0,0,0,0,"5","6"
"20101",0,0,0,0,0,0,0,2,0,"0","1"
"20102",0,0,0,0,0,0,0,0,0,"0","1"
"20103",0,0,0,0,0,0,0,0,0,"0","1"
"20104",0,0,0,8,8,0,0,0,0,"0","1"
"20105",0,0,0,0,0,1,0,0,0,"0","1"
"20106",1,4,0,0,6,0,0,0,1,"5","6"
"20107",1,0,0,0,0,0,0,0,1,"5","6"
"20108",1,3,0,0,0,0,0,0,0,"3","4"
"20109",1,0,0,0,2,0,0,1,0,"5","6"
"20110",0,0,0,3,10,0,0,0,0,"0","1"
"20111",0,0,0,0,0,0,0,0,0,"0","1"
"20112",4,5,0,0,0,0,0,0,0,"5","6"
"20113",0,0,0,0,0,0,0,2,0,"0","1"
"20114",0,0,0,1,0,0,0,0,0,"0","1"
"20115",0,0,0,0,0,0,0,1,0,"0","1"
"20116",0,0,0,0,3,0,0,0,0,"0","1"
"20117",1,6,0,0,0,0,0,0,0,"3","4"
"20118",1,6,0,0,0,0,0,0,1,"5","6"
"20119",1,0,0,0,0,0,0,0,0,"5","6"
"20120",0,0,0,0,0,0,0,0,0,"0","1"
"20121",0,0,0,0,0,0,0,0,0,"0","1"
