"","iphone","iphonedisunc","iphonedisneg","iphoneperpos","iphonedispos","iphonecampos","iphonecamunc","iphoneperneg","iphoneperunc","iphonesentiment.1","iphonesentiment"
"7917",6,0,0,0,0,0,0,0,0,"5","6"
"7918",1,0,0,0,0,0,0,0,0,"5","6"
"7919",1,0,0,0,0,0,0,0,0,"5","6"
"7920",1,1,0,0,0,0,0,0,0,"3","4"
"7921",1,0,0,0,0,0,0,0,0,"5","6"
"7922",1,1,0,0,0,0,0,0,1,"5","6"
"7923",1,0,0,0,0,0,0,0,0,"5","6"
"7924",1,0,0,0,0,0,0,0,0,"5","6"
"7925",1,0,0,0,0,0,0,0,0,"5","6"
"7926",1,0,0,0,0,0,0,0,0,"5","6"
"7927",1,0,0,0,0,0,0,0,0,"5","6"
"7928",1,0,0,0,0,0,0,0,0,"5","6"
"7929",1,0,0,0,0,0,0,0,0,"5","6"
"7930",1,0,0,0,0,0,0,0,0,"5","6"
"7931",1,1,0,0,1,0,0,0,1,"5","6"
"7932",0,0,1,0,0,0,0,0,0,"0","1"
"7933",6,0,0,0,0,0,0,0,0,"5","6"
"7934",0,0,3,0,0,1,7,0,0,"0","1"
"7935",0,0,0,0,0,0,0,4,0,"0","1"
"7936",5,0,0,0,0,0,0,0,0,"5","6"
"7937",1,0,0,0,0,0,0,0,0,"5","6"
"7938",0,0,0,0,0,0,2,0,0,"0","1"
"7939",1,0,0,0,0,0,0,0,0,"5","6"
"7940",2,0,0,0,0,0,0,0,0,"5","6"
"7941",1,0,0,0,0,0,0,0,0,"5","6"
"7942",0,0,0,0,0,0,0,0,0,"0","1"
"7943",0,0,0,0,0,0,0,1,0,"0","1"
"7944",0,0,0,0,0,0,0,0,0,"0","1"
"7945",1,0,0,0,1,0,0,0,1,"5","6"
"7946",1,0,0,0,0,0,0,0,0,"5","6"
"7947",41,4,0,0,1,0,0,0,0,"5","6"
"7948",0,0,0,0,0,0,0,0,0,"0","1"
"7949",0,0,0,0,0,0,0,0,0,"0","1"
"7950",0,0,0,1,0,0,0,0,0,"0","1"
"7951",0,0,0,0,0,0,0,0,0,"0","1"
"7952",0,0,0,0,0,0,0,4,0,"0","1"
"7953",1,0,0,0,0,0,0,0,0,"5","6"
"7954",0,0,0,0,0,0,0,0,0,"0","1"
"7955",0,0,0,0,0,0,0,4,0,"0","1"
"7956",1,0,0,0,0,0,0,0,0,"5","6"
"7957",1,0,0,0,0,0,0,0,0,"5","6"
"7958",0,0,6,6,0,5,1,0,0,"0","1"
"7959",0,0,3,0,0,1,0,0,0,"0","1"
"7960",2,0,0,0,0,0,0,0,0,"5","6"
"7961",1,0,0,0,0,0,0,0,0,"5","6"
"7962",4,0,0,0,0,0,0,0,0,"5","6"
"7963",0,0,5,0,0,0,0,5,0,"0","1"
"7964",0,0,0,1,0,0,0,0,0,"0","1"
"7965",0,0,0,0,0,0,0,1,0,"0","1"
"7966",1,0,0,0,0,0,0,0,0,"5","6"
"7967",11,0,0,0,0,0,1,0,1,"5","6"
"7968",0,0,0,0,0,0,0,4,0,"0","1"
"7969",0,0,0,0,0,0,0,0,0,"0","1"
"7970",2,0,0,0,0,0,0,0,0,"5","6"
"7971",1,0,0,0,0,0,0,0,0,"5","6"
"7972",0,0,3,0,0,1,0,0,0,"0","1"
"7973",0,0,0,0,0,0,0,0,0,"0","1"
"7974",7,0,0,0,0,0,0,0,0,"5","6"
"7975",0,0,0,0,0,0,0,0,0,"0","1"
"7976",0,0,1,0,0,0,0,0,0,"0","1"
"7977",0,0,0,0,0,0,0,0,0,"0","1"
"7978",1,0,0,0,0,0,0,0,0,"5","6"
"7979",0,0,0,0,0,0,0,0,0,"0","1"
"7980",1,0,0,0,13,0,0,0,5,"5","6"
"7981",0,0,0,0,1,0,0,0,0,"0","1"
"7982",0,0,3,0,0,0,0,0,0,"0","1"
"7983",0,0,0,3,0,0,0,0,0,"0","1"
"7984",0,0,0,0,0,0,0,0,0,"0","1"
"7985",1,1,0,0,0,0,0,0,0,"3","4"
"7986",0,0,0,2,0,0,0,0,0,"0","1"
"7987",0,0,0,0,0,0,0,0,0,"0","1"
"7988",1,0,0,0,0,0,0,0,0,"5","6"
"7989",3,0,0,0,0,0,0,0,0,"5","6"
"7990",1,0,0,0,0,0,0,0,0,"5","6"
"7991",1,0,0,0,0,0,0,0,0,"5","6"
"7992",0,0,0,0,0,0,0,0,0,"0","1"
"7993",0,0,0,0,0,0,0,3,0,"0","1"
"7994",0,0,0,0,0,0,0,0,0,"0","1"
"7995",0,0,0,0,13,0,0,0,5,"0","1"
"7996",0,0,0,3,0,0,0,5,0,"0","1"
"7997",1,0,0,0,0,0,0,0,0,"5","6"
"7998",0,0,0,0,0,0,0,0,0,"0","1"
"7999",0,0,0,0,0,0,0,0,0,"0","1"
"8000",1,0,0,0,1,0,0,0,0,"3","4"
"8001",1,0,0,0,0,0,0,0,0,"5","6"
"8002",0,0,0,0,3,0,0,0,0,"0","1"
"8003",1,0,0,0,0,0,0,0,0,"5","6"
"8004",1,0,0,0,0,0,0,0,0,"5","6"
"8005",0,0,0,0,0,0,0,0,0,"0","1"
"8006",1,0,0,0,0,0,0,0,0,"5","6"
"8007",0,0,0,0,1,0,0,0,0,"0","1"
"8008",0,0,0,0,0,0,0,1,0,"0","1"
"8009",0,0,10,0,0,1,1,0,0,"0","1"
"8010",0,0,0,0,0,3,0,0,0,"0","1"
"8011",1,0,0,0,0,0,0,0,0,"5","6"
"8012",1,0,0,0,0,0,0,0,0,"5","6"
"8013",0,0,0,0,0,0,0,3,0,"0","1"
"8014",0,0,0,0,1,0,0,0,0,"0","1"
"8015",0,0,0,0,0,1,7,0,0,"0","1"
"8016",0,0,0,0,0,0,0,3,0,"0","1"
"8017",0,0,3,0,0,1,7,0,0,"0","1"
"8018",1,0,0,0,0,0,0,0,0,"5","6"
"8019",0,0,1,0,0,0,0,0,0,"0","1"
"8020",0,0,1,0,0,0,0,0,0,"0","1"
"8021",1,3,0,0,0,0,0,0,0,"3","4"
"8022",1,0,0,0,0,0,0,0,0,"5","6"
"8023",0,0,0,1,0,0,0,0,0,"0","1"
"8024",0,0,10,0,0,1,1,0,0,"0","1"
"8025",0,0,0,3,0,0,0,0,0,"0","1"
"8026",0,0,0,0,0,0,0,0,0,"0","1"
"8027",1,0,0,0,0,0,0,0,0,"5","6"
"8028",0,0,0,0,2,0,0,0,0,"0","1"
"8029",0,1,5,0,0,0,0,0,0,"0","1"
"8030",0,0,0,0,0,0,0,0,0,"0","1"
"8031",2,0,0,0,0,0,0,0,0,"5","6"
"8032",2,0,0,0,0,0,0,0,0,"5","6"
"8033",0,0,0,0,0,0,0,0,0,"0","1"
"8034",0,0,0,0,0,0,0,0,0,"0","1"
"8035",2,0,0,0,0,0,0,0,0,"5","6"
"8036",0,0,0,0,0,0,0,0,0,"0","1"
"8037",0,3,0,0,0,3,0,0,0,"0","1"
"8038",1,0,0,0,0,0,0,0,0,"5","6"
"8039",1,0,0,0,1,0,0,0,1,"5","6"
"8040",1,0,0,0,0,0,0,0,0,"5","6"
"8041",41,4,0,0,0,0,0,0,0,"5","6"
"8042",0,0,6,0,0,0,0,0,0,"0","1"
"8043",1,0,0,0,0,0,0,0,0,"5","6"
"8044",0,0,3,0,0,0,0,0,0,"0","1"
"8045",0,0,0,0,0,0,0,0,0,"0","1"
"8046",0,0,0,0,1,0,0,0,0,"0","1"
"8047",0,0,0,0,0,0,0,0,0,"0","1"
"8048",0,0,0,0,0,0,0,0,0,"0","1"
"8049",0,0,0,0,0,0,0,0,0,"0","1"
"8050",1,0,0,0,0,0,0,0,0,"5","6"
"8051",1,0,0,0,0,0,0,0,0,"5","6"
"8052",11,0,0,0,0,3,1,0,1,"5","6"
"8053",0,0,0,0,0,0,0,0,0,"0","1"
"8054",1,0,0,0,0,0,0,0,0,"5","6"
"8055",1,0,0,0,0,0,0,0,0,"5","6"
"8056",0,1,0,0,0,3,0,0,1,"0","1"
"8057",0,0,0,0,0,0,0,0,0,"0","1"
"8058",0,0,0,0,3,0,0,0,0,"0","1"
"8059",1,0,0,0,0,0,0,0,0,"5","6"
"8060",0,0,0,0,0,1,7,0,0,"0","1"
"8061",0,0,0,0,0,0,0,2,0,"0","1"
"8062",0,0,0,0,0,0,0,12,0,"0","1"
"8063",0,0,0,0,0,0,0,0,0,"0","1"
"8064",2,0,0,0,0,0,0,0,0,"5","6"
"8065",1,0,0,0,0,0,0,0,0,"5","6"
"8066",1,0,0,0,0,0,0,0,0,"5","6"
"8067",0,0,0,0,0,0,2,0,0,"0","1"
"8068",0,0,0,0,1,0,0,0,0,"0","1"
"8069",0,0,0,0,4,0,0,0,0,"0","1"
"8070",1,0,0,0,0,0,0,0,0,"5","6"
"8071",0,0,0,0,0,0,0,0,0,"0","1"
"8072",4,0,0,0,0,0,0,0,0,"5","6"
"8073",1,0,0,0,0,0,0,0,0,"5","6"
"8074",0,0,0,1,0,0,0,0,0,"0","1"
"8075",1,0,0,0,0,0,0,0,0,"5","6"
"8076",1,0,0,0,0,0,0,0,0,"5","6"
"8077",0,0,0,0,0,0,0,0,0,"0","1"
"8078",2,0,0,0,0,0,0,0,0,"5","6"
"8079",0,2,0,0,0,0,0,0,0,"0","1"
"8080",0,0,0,0,0,0,0,0,0,"0","1"
"8081",1,0,0,0,0,0,0,0,0,"5","6"
"8082",41,4,0,0,1,0,0,0,0,"5","6"
"8083",2,0,0,0,0,0,0,0,1,"5","6"
"8084",1,0,0,0,4,0,0,0,0,"3","4"
"8085",1,0,0,0,0,0,0,0,0,"5","6"
"8086",0,0,0,0,0,0,0,2,0,"0","1"
"8087",0,0,0,3,0,0,0,0,0,"0","1"
"8088",0,0,0,0,0,0,0,0,1,"0","1"
"8089",0,0,0,0,0,0,0,0,0,"0","1"
"8090",1,0,0,0,0,0,0,0,0,"5","6"
"8091",1,0,0,0,0,0,0,0,0,"5","6"
"8092",0,0,0,0,2,0,0,0,1,"0","1"
"8093",0,0,0,0,1,0,0,0,0,"0","1"
"8094",1,0,0,0,3,0,0,0,1,"5","6"
"8095",0,0,0,0,0,0,0,0,0,"0","1"
"8096",0,0,0,5,0,4,0,0,0,"0","1"
"8097",11,0,0,0,0,3,1,0,1,"5","6"
"8098",0,0,0,1,0,0,0,0,0,"0","1"
"8099",0,0,0,0,0,0,0,0,0,"0","1"
"8100",1,0,0,0,0,0,0,0,0,"5","6"
"8101",0,0,0,0,1,0,0,0,0,"0","1"
"8102",0,0,0,0,0,0,0,1,0,"0","1"
"8103",0,0,0,0,0,0,0,0,0,"0","1"
"8104",0,0,0,0,0,0,0,0,0,"0","1"
"8105",1,0,0,0,0,0,0,0,0,"5","6"
"8106",0,0,4,0,0,1,0,0,0,"0","1"
"8107",0,0,0,0,0,0,0,0,0,"0","1"
"8108",0,0,0,0,1,0,0,0,0,"0","1"
"8109",0,0,0,0,0,0,0,0,0,"0","1"
"8110",1,3,0,0,0,0,0,0,0,"3","4"
"8111",3,2,0,0,0,0,0,0,0,"5","6"
"8112",0,0,0,0,0,0,0,0,0,"0","1"
"8113",1,0,0,0,0,0,0,0,1,"5","6"
"8114",0,0,0,1,0,1,0,0,0,"0","1"
"8115",0,0,3,0,0,1,7,0,0,"0","1"
"8116",0,1,5,0,0,0,0,0,0,"0","1"
"8117",1,0,0,0,0,0,0,0,0,"5","6"
"8118",0,0,0,0,0,0,0,0,0,"0","1"
"8119",2,0,0,0,0,0,0,0,0,"5","6"
"8120",1,0,0,0,0,0,0,0,0,"5","6"
"8121",1,0,0,0,0,0,0,0,0,"5","6"
"8122",1,0,0,0,0,0,0,0,0,"5","6"
"8123",1,0,0,0,0,0,0,0,0,"5","6"
"8124",1,0,0,0,0,0,0,0,0,"5","6"
"8125",4,0,0,0,0,0,0,0,0,"5","6"
"8126",1,0,0,0,0,0,0,0,0,"5","6"
"8127",0,0,3,0,0,1,7,0,0,"0","1"
"8128",0,1,5,0,0,0,0,0,0,"0","1"
"8129",0,9,0,0,0,0,0,0,0,"0","1"
"8130",1,0,0,0,0,0,0,0,0,"5","6"
"8131",0,0,0,0,0,0,0,0,0,"0","1"
"8132",0,0,0,0,0,0,0,0,0,"0","1"
"8133",0,0,0,0,0,0,0,0,0,"0","1"
"8134",0,0,0,0,0,0,0,0,0,"0","1"
"8135",0,0,0,0,0,0,0,0,0,"0","1"
"8136",1,0,0,0,0,0,0,0,0,"5","6"
"8137",1,0,0,0,0,0,0,0,0,"5","6"
"8138",1,0,0,0,0,0,0,0,0,"5","6"
"8139",1,1,0,0,1,0,0,0,0,"3","4"
"8140",6,0,0,0,0,0,0,0,0,"5","6"
"8141",2,0,0,0,0,0,0,0,0,"5","6"
"8142",0,0,0,0,0,0,0,0,0,"0","1"
"8143",1,0,0,0,0,0,0,0,0,"5","6"
"8144",1,0,0,0,0,0,0,0,0,"5","6"
"8145",0,0,0,0,0,0,0,0,0,"0","1"
"8146",41,4,0,0,0,0,0,0,0,"5","6"
"8147",1,0,0,0,0,0,0,0,2,"5","6"
"8148",0,0,3,0,0,1,7,0,0,"0","1"
"8149",37,1,0,0,0,0,0,0,1,"5","6"
"8150",1,0,0,0,0,0,0,0,0,"5","6"
"8151",41,4,0,0,0,0,0,0,0,"5","6"
"8152",0,0,3,0,0,1,0,0,0,"0","1"
"8153",1,0,0,0,0,0,0,0,0,"5","6"
"8154",1,2,0,0,3,0,0,0,0,"3","4"
"8155",2,0,0,0,0,0,0,0,0,"5","6"
"8156",0,0,0,0,13,0,0,0,5,"0","1"
"8157",1,0,0,0,0,0,0,0,0,"5","6"
"8158",0,0,0,0,1,0,0,0,0,"0","1"
"8159",0,0,0,0,0,0,0,0,0,"0","1"
"8160",0,0,0,0,0,0,0,1,0,"0","1"
"8161",1,0,0,0,0,0,0,0,0,"5","6"
"8162",0,0,2,0,0,5,5,0,0,"0","1"
"8163",1,0,0,0,0,0,0,0,0,"5","6"
"8164",0,0,0,1,0,0,0,0,0,"0","1"
"8165",2,0,0,0,0,0,0,0,0,"5","6"
"8166",0,0,0,0,0,0,0,1,0,"0","1"
"8167",2,0,0,0,0,0,0,0,0,"5","6"
"8168",0,0,0,0,3,0,0,0,0,"0","1"
"8169",0,0,0,0,1,0,0,0,0,"0","1"
"8170",1,0,0,0,0,0,0,0,0,"5","6"
"8171",1,0,0,0,0,0,0,0,0,"5","6"
"8172",0,0,1,0,0,2,0,0,0,"0","1"
"8173",0,0,1,1,0,0,0,0,0,"0","1"
"8174",1,0,0,0,0,0,0,0,0,"5","6"
"8175",0,0,0,0,0,0,0,0,0,"0","1"
"8176",1,0,0,0,0,0,0,0,0,"5","6"
"8177",0,0,1,0,0,0,0,0,0,"0","1"
"8178",0,0,0,0,0,0,0,0,0,"0","1"
"8179",41,4,0,0,0,0,0,0,0,"5","6"
"8180",1,1,0,0,0,0,0,0,0,"3","4"
"8181",0,0,0,0,1,0,0,0,0,"0","1"
"8182",0,0,0,0,0,0,0,4,0,"0","1"
"8183",0,0,0,0,0,0,0,0,0,"0","1"
"8184",1,0,0,0,0,0,0,0,0,"5","6"
"8185",1,0,0,0,0,0,0,0,0,"5","6"
"8186",1,0,0,0,0,0,0,0,0,"5","6"
"8187",1,0,0,0,0,0,0,0,0,"5","6"
"8188",0,0,0,46,0,0,18,0,0,"0","1"
"8189",0,0,0,1,0,0,0,0,0,"0","1"
"8190",1,1,0,0,0,0,0,0,0,"3","4"
"8191",1,0,0,0,0,0,0,0,0,"5","6"
"8192",1,0,0,0,0,0,0,0,0,"5","6"
"8193",0,0,0,0,0,0,7,0,0,"0","1"
"8194",0,0,3,0,0,1,7,0,0,"0","1"
"8195",0,0,0,0,0,0,0,4,0,"0","1"
"8196",0,0,0,0,0,0,0,0,0,"0","1"
"8197",0,0,0,0,0,0,0,4,0,"0","1"
"8198",11,0,0,0,0,0,1,0,0,"5","6"
"8199",1,0,0,0,0,0,0,0,0,"5","6"
"8200",1,1,0,0,0,0,0,0,3,"5","6"
"8201",0,0,0,0,0,0,0,0,0,"0","1"
"8202",1,0,0,0,0,0,0,0,0,"5","6"
"8203",0,0,0,2,1,0,0,0,0,"0","1"
"8204",0,0,0,0,0,0,0,0,0,"0","1"
"8205",0,0,0,0,0,0,0,0,0,"0","1"
"8206",0,0,0,1,0,0,0,0,0,"0","1"
"8207",1,0,0,0,0,0,0,0,0,"5","6"
"8208",2,0,0,0,0,0,0,0,0,"5","6"
"8209",2,0,0,0,0,0,0,0,0,"5","6"
"8210",1,0,0,0,0,0,0,0,0,"5","6"
"8211",0,0,0,0,0,0,0,0,0,"0","1"
"8212",1,0,0,0,0,0,0,0,0,"5","6"
"8213",0,0,0,0,0,0,0,1,0,"0","1"
"8214",1,0,0,0,0,0,0,0,0,"5","6"
"8215",1,0,0,0,0,0,0,0,0,"5","6"
"8216",0,0,0,0,0,0,0,2,0,"0","1"
"8217",0,3,0,0,0,3,0,0,0,"0","1"
"8218",1,0,0,0,0,0,0,0,0,"5","6"
"8219",1,0,0,0,0,0,0,0,0,"5","6"
"8220",1,0,0,0,0,0,0,0,0,"5","6"
"8221",0,0,0,0,0,0,0,0,0,"0","1"
"8222",0,0,0,0,0,2,0,0,0,"0","1"
"8223",0,0,0,0,0,0,0,0,0,"0","1"
"8224",4,0,0,0,0,0,0,0,0,"5","6"
"8225",0,0,0,0,0,0,0,0,0,"0","1"
"8226",0,0,0,0,0,1,0,0,0,"0","1"
"8227",1,0,0,0,0,0,0,0,0,"5","6"
"8228",0,0,0,0,0,0,0,0,0,"0","1"
"8229",0,0,0,0,0,0,0,0,0,"0","1"
"8230",1,0,0,0,0,0,0,0,0,"5","6"
"8231",1,0,0,0,0,0,0,0,0,"5","6"
"8232",0,0,0,3,0,0,0,5,0,"0","1"
"8233",7,0,0,0,1,0,0,0,0,"5","6"
"8234",0,0,0,0,0,0,0,0,0,"0","1"
"8235",1,0,0,0,0,0,0,0,0,"5","6"
"8236",0,0,1,3,0,0,0,0,0,"0","1"
"8237",1,9,0,0,0,0,0,0,0,"3","4"
"8238",0,0,1,0,0,0,0,0,0,"0","1"
"8239",5,0,0,0,0,0,0,0,0,"5","6"
"8240",0,0,0,1,0,0,0,0,0,"0","1"
"8241",0,0,0,0,2,0,0,0,0,"0","1"
"8242",1,0,0,0,0,0,0,0,0,"5","6"
"8243",0,0,0,0,0,0,0,0,0,"0","1"
"8244",1,0,0,0,0,0,0,0,0,"5","6"
"8245",0,0,0,0,0,0,0,0,0,"0","1"
"8246",1,1,0,0,1,0,0,0,0,"3","4"
"8247",1,0,0,0,0,0,0,0,0,"5","6"
"8248",0,0,0,1,0,0,0,0,0,"0","1"
"8249",0,0,0,0,1,0,0,0,0,"0","1"
"8250",0,0,0,1,0,0,0,0,0,"0","1"
"8251",0,0,0,0,0,0,0,0,0,"0","1"
"8252",0,0,0,0,0,0,0,0,0,"0","1"
"8253",1,0,0,0,0,0,0,0,0,"5","6"
"8254",0,0,1,0,0,0,0,0,0,"0","1"
"8255",0,0,0,0,0,0,0,1,0,"0","1"
"8256",1,0,0,0,0,0,0,0,0,"5","6"
"8257",0,1,0,0,0,3,0,0,1,"0","1"
"8258",0,0,0,0,0,0,0,0,0,"0","1"
"8259",0,0,0,0,0,0,0,1,0,"0","1"
"8260",0,0,0,1,0,0,0,0,0,"0","1"
"8261",5,0,0,0,0,0,0,0,0,"5","6"
"8262",0,0,0,0,0,0,0,0,0,"0","1"
"8263",0,0,0,0,0,0,0,2,0,"0","1"
"8264",0,0,0,0,0,0,0,2,0,"0","1"
"8265",2,0,0,0,0,0,0,0,0,"5","6"
"8266",1,0,0,0,0,0,0,0,0,"5","6"
"8267",1,0,0,0,0,0,0,0,0,"5","6"
"8268",1,0,0,0,0,0,0,0,0,"5","6"
"8269",0,0,0,0,0,0,0,0,0,"0","1"
"8270",1,0,0,0,0,0,0,0,0,"5","6"
"8271",0,0,0,0,0,3,0,0,0,"0","1"
"8272",0,0,0,0,0,0,0,0,0,"0","1"
"8273",5,0,0,0,0,0,0,0,0,"5","6"
"8274",0,0,0,0,0,0,7,0,0,"0","1"
"8275",0,0,0,0,0,0,0,1,0,"0","1"
"8276",1,0,0,0,0,0,0,0,0,"5","6"
"8277",0,0,0,0,0,0,0,0,0,"0","1"
"8278",0,0,0,0,0,3,0,0,0,"0","1"
"8279",0,0,0,1,0,0,0,0,0,"0","1"
"8280",0,0,0,1,0,0,0,0,0,"0","1"
"8281",0,0,0,0,0,0,0,0,0,"0","1"
"8282",0,0,2,0,0,0,0,0,0,"0","1"
"8283",0,0,0,0,0,1,7,0,0,"0","1"
"8284",0,0,0,0,0,0,0,0,0,"0","1"
"8285",41,0,0,0,1,0,0,0,0,"5","6"
"8286",0,0,0,0,0,0,0,1,0,"0","1"
"8287",0,0,2,0,0,1,1,0,0,"0","1"
"8288",1,0,0,0,0,0,0,0,0,"5","6"
"8289",3,0,0,0,5,0,0,6,0,"5","6"
"8290",1,0,0,0,0,0,0,0,0,"5","6"
"8291",1,0,0,0,0,0,0,0,0,"5","6"
"8292",1,0,0,0,0,0,0,0,0,"5","6"
"8293",0,1,5,0,0,0,0,0,0,"0","1"
"8294",0,1,0,0,0,3,0,0,0,"0","1"
"8295",1,0,0,0,0,0,0,0,0,"5","6"
"8296",0,0,0,0,0,0,2,0,0,"0","1"
"8297",11,0,0,0,0,0,1,0,1,"5","6"
"8298",0,0,0,0,0,3,0,0,0,"0","1"
"8299",0,0,0,2,0,0,0,0,0,"0","1"
"8300",0,0,0,0,0,0,0,0,0,"0","1"
"8301",0,0,0,0,0,0,0,0,0,"0","1"
"8302",0,0,0,0,0,0,0,0,0,"0","1"
"8303",1,0,0,0,0,0,0,0,0,"5","6"
"8304",2,0,0,0,0,0,0,0,0,"5","6"
"8305",0,0,0,0,0,0,0,2,0,"0","1"
"8306",1,0,0,0,0,0,0,0,0,"5","6"
"8307",0,0,1,0,0,0,0,0,0,"0","1"
"8308",1,0,0,0,0,0,0,0,0,"5","6"
"8309",0,0,0,0,0,0,0,1,0,"0","1"
"8310",0,0,3,0,0,1,0,0,0,"0","1"
"8311",0,0,0,0,0,0,0,0,0,"0","1"
"8312",1,0,0,0,1,0,0,8,0,"5","6"
"8313",0,0,0,0,0,0,0,0,0,"0","1"
"8314",2,0,0,0,1,0,0,0,0,"5","6"
"8315",0,0,0,0,0,0,0,0,0,"0","1"
"8316",1,0,0,0,0,0,0,0,0,"5","6"
"8317",1,0,0,0,0,0,0,0,0,"5","6"
"8318",1,0,0,0,0,0,0,0,0,"5","6"
"8319",0,0,0,0,1,0,0,0,0,"0","1"
"8320",1,0,0,0,1,0,0,0,0,"3","4"
"8321",1,0,0,0,0,0,0,0,0,"5","6"
"8322",1,0,0,0,0,0,0,0,0,"5","6"
"8323",1,0,0,0,0,0,0,0,0,"5","6"
"8324",0,0,0,0,0,0,0,1,0,"0","1"
"8325",0,0,0,0,0,0,0,0,0,"0","1"
"8326",0,0,0,0,0,0,0,1,0,"0","1"
"8327",0,0,0,0,1,0,0,0,2,"0","1"
"8328",0,0,0,4,0,0,0,0,0,"0","1"
"8329",1,0,0,0,0,0,0,0,0,"5","6"
"8330",2,0,0,0,0,0,0,0,0,"5","6"
"8331",0,0,0,0,0,0,0,1,0,"0","1"
"8332",0,0,0,0,0,1,1,0,0,"0","1"
"8333",2,0,0,0,0,0,0,0,0,"5","6"
"8334",0,0,1,0,0,0,0,0,0,"0","1"
"8335",0,0,0,13,3,0,0,0,0,"0","1"
"8336",0,0,0,0,0,0,0,0,0,"0","1"
"8337",0,0,0,0,0,0,0,0,0,"0","1"
"8338",1,0,0,0,0,0,0,0,0,"5","6"
"8339",1,0,0,0,0,0,0,0,0,"5","6"
"8340",1,0,0,0,0,0,0,0,0,"5","6"
"8341",0,0,0,1,0,0,0,0,0,"0","1"
"8342",0,0,4,0,0,0,0,0,0,"0","1"
"8343",4,2,0,0,0,0,0,0,8,"5","6"
"8344",1,0,0,0,0,0,0,0,0,"5","6"
"8345",0,0,0,0,0,0,0,0,0,"0","1"
"8346",1,0,0,0,0,0,0,0,0,"5","6"
"8347",3,1,0,0,0,0,0,0,0,"5","6"
"8348",0,0,0,0,0,0,0,0,0,"0","1"
"8349",0,0,0,0,0,0,0,27,0,"0","1"
"8350",1,0,0,0,0,0,0,0,0,"5","6"
"8351",1,1,0,0,2,0,0,0,1,"5","6"
"8352",0,0,0,0,1,0,0,0,2,"0","1"
"8353",1,0,0,0,0,0,0,0,0,"5","6"
"8354",0,0,0,0,0,0,0,0,0,"0","1"
"8355",0,0,0,12,9,0,0,0,0,"0","1"
"8356",1,0,0,0,0,0,0,0,0,"5","6"
"8357",1,0,0,0,0,0,0,0,0,"5","6"
"8358",1,0,0,0,0,0,0,0,0,"5","6"
"8359",0,0,0,3,0,0,0,0,0,"0","1"
"8360",0,0,0,0,0,0,0,0,0,"0","1"
"8361",1,0,0,0,0,0,0,0,0,"5","6"
"8362",0,0,0,9,3,0,0,0,0,"0","1"
"8363",0,0,0,0,1,0,0,0,0,"0","1"
"8364",0,0,1,0,0,0,0,0,0,"0","1"
"8365",6,0,11,24,0,0,0,0,0,"5","6"
"8366",0,0,0,0,0,0,0,0,0,"0","1"
"8367",1,1,0,0,0,0,0,0,0,"3","4"
"8368",0,0,0,0,0,0,0,0,0,"0","1"
"8369",0,0,1,0,0,1,0,0,0,"0","1"
"8370",1,0,0,0,0,0,0,0,0,"5","6"
"8371",1,2,0,0,0,0,0,0,0,"3","4"
"8372",0,0,0,0,0,0,0,1,0,"0","1"
"8373",0,0,0,0,0,0,0,3,0,"0","1"
"8374",0,0,0,0,0,0,0,0,0,"0","1"
"8375",1,0,0,0,0,0,0,0,0,"5","6"
"8376",2,0,0,0,0,0,0,0,0,"5","6"
"8377",0,0,0,0,0,0,0,3,0,"0","1"
"8378",0,0,0,0,0,0,0,0,0,"0","1"
"8379",0,0,0,0,0,0,0,0,0,"0","1"
"8380",1,0,0,0,0,0,0,0,0,"5","6"
"8381",1,0,0,0,0,0,0,0,0,"5","6"
"8382",1,0,0,0,0,0,0,0,0,"5","6"
"8383",0,0,0,0,0,1,1,0,0,"0","1"
"8384",0,0,0,0,0,0,1,0,0,"0","1"
"8385",1,0,0,0,0,0,0,0,0,"5","6"
"8386",0,0,0,0,0,0,0,3,0,"0","1"
"8387",0,0,0,0,0,0,0,3,0,"0","1"
"8388",0,0,0,1,0,0,0,0,0,"0","1"
"8389",0,0,0,0,0,0,0,0,0,"0","1"
"8390",1,0,0,0,0,0,0,0,0,"5","6"
"8391",6,4,0,0,0,0,0,0,0,"5","6"
"8392",0,0,0,1,0,2,1,0,0,"0","1"
"8393",1,0,0,0,0,0,0,0,1,"5","6"
"8394",1,0,0,0,1,0,0,0,1,"5","6"
"8395",0,0,1,0,0,1,0,0,0,"0","1"
"8396",0,0,0,0,0,0,0,1,0,"0","1"
"8397",1,0,0,0,0,0,0,0,0,"5","6"
"8398",0,0,4,1,0,2,1,0,0,"0","1"
"8399",0,0,0,2,3,0,0,0,0,"0","1"
"8400",0,0,0,1,0,0,0,0,0,"0","1"
"8401",0,0,0,0,0,0,0,0,1,"0","1"
"8402",0,0,0,1,0,1,1,0,0,"0","1"
"8403",0,0,0,0,0,0,0,1,0,"0","1"
"8404",0,0,1,1,0,1,0,0,0,"0","1"
"8405",0,0,0,1,0,1,0,0,0,"0","1"
"8406",0,0,0,1,1,0,0,0,0,"0","1"
"8407",0,0,0,5,0,0,0,0,0,"0","1"
"8408",1,0,0,0,0,0,0,0,0,"5","6"
"8409",0,0,0,0,0,0,0,0,0,"0","1"
"8410",0,0,1,0,0,1,0,0,0,"0","1"
"8411",0,0,1,1,0,1,0,0,0,"0","1"
"8412",0,0,1,0,0,1,0,0,0,"0","1"
