"","iphonedisunc","iphonedisneg","iphoneperpos","iphonedispos","htcdispos","iphoneperneg","iphoneperunc","samsungperpos","samsungdispos","samsungdisneg","samsungperneg","galaxysentiment"
"9676",0,0,0,13,13,9,0,0,0,0,0,"5"
"9677",0,0,0,0,0,0,0,0,0,0,0,"5"
"9678",0,0,0,2,0,0,0,0,0,0,0,"3"
"9679",1,0,0,0,0,0,0,0,0,0,0,"3"
"9680",0,0,0,0,0,0,0,0,0,0,0,"5"
"9681",0,0,3,0,0,0,0,0,0,0,0,"5"
"9682",0,0,2,0,0,0,0,0,0,0,0,"5"
"9683",0,0,0,0,0,2,0,0,0,0,0,"5"
"9684",0,0,0,0,0,0,5,0,0,0,0,"5"
"9685",0,0,3,0,0,0,0,0,0,0,0,"5"
"9686",0,3,13,0,0,0,0,0,0,0,0,"5"
"9687",0,0,0,0,0,1,0,0,0,0,0,"5"
"9688",0,0,0,0,0,0,0,0,0,0,0,"5"
"9689",1,0,0,0,0,0,0,0,0,0,0,"3"
"9690",0,0,0,0,0,0,0,0,0,0,0,"0"
"9691",0,0,0,1,0,0,0,0,0,0,0,"3"
"9692",1,0,0,0,0,0,0,0,0,0,0,"3"
"9693",0,0,0,0,0,0,0,0,0,0,0,"5"
"9694",0,0,0,0,0,1,0,0,0,0,0,"5"
"9695",0,2,0,0,0,0,0,0,0,0,0,"5"
"9696",0,0,0,0,0,0,0,2,0,0,0,"0"
"9697",0,0,0,0,0,0,0,0,0,0,0,"5"
"9698",0,0,0,0,0,0,0,0,0,0,0,"5"
"9699",0,0,0,0,0,1,0,0,0,0,0,"5"
"9700",0,0,0,0,0,0,0,0,0,0,0,"5"
"9701",0,0,0,0,0,0,0,0,0,0,0,"5"
"9702",0,0,0,0,0,0,0,0,0,0,0,"5"
"9703",0,0,0,0,0,0,0,0,0,0,0,"5"
"9704",0,0,0,0,0,0,0,0,0,0,0,"5"
"9705",0,0,0,0,0,0,0,0,0,0,0,"5"
"9706",0,0,0,0,0,8,0,0,0,0,0,"5"
"9707",0,0,0,0,0,0,0,0,0,3,0,"0"
"9708",0,0,0,0,0,0,0,0,0,0,0,"0"
"9709",1,0,0,0,0,0,0,0,0,0,0,"3"
"9710",0,0,0,0,0,0,0,0,0,0,0,"5"
"9711",0,0,0,1,0,0,1,0,0,0,0,"2"
"9712",0,0,0,0,0,0,0,0,0,0,0,"5"
"9713",0,0,0,0,0,0,0,0,0,0,0,"5"
"9714",0,0,0,0,0,0,1,0,0,0,0,"5"
"9715",0,0,0,2,0,0,0,0,0,0,0,"3"
"9716",0,0,0,0,0,0,0,0,0,0,0,"5"
"9717",0,0,0,0,0,0,0,0,0,0,0,"5"
"9718",0,1,0,0,0,0,0,0,0,0,0,"5"
"9719",0,0,0,0,0,0,0,0,0,0,0,"5"
"9720",0,0,0,0,0,0,0,0,0,0,0,"5"
"9721",0,0,0,0,0,0,0,0,0,0,0,"5"
"9722",0,0,0,0,0,0,0,0,0,0,0,"5"
"9723",0,0,0,0,0,0,0,0,0,0,0,"5"
"9724",0,0,0,0,0,0,0,0,0,0,0,"5"
"9725",0,0,0,0,0,0,0,0,0,0,0,"5"
"9726",0,0,0,0,0,0,0,0,0,0,0,"5"
"9727",0,0,0,0,0,0,0,0,0,0,0,"5"
"9728",0,0,1,0,0,0,0,0,0,0,0,"5"
"9729",0,0,0,0,0,0,0,0,0,0,0,"5"
"9730",0,0,1,0,0,0,0,0,0,0,0,"5"
"9731",0,0,0,0,0,0,0,0,0,0,0,"5"
"9732",0,0,0,0,0,0,0,0,0,0,0,"5"
"9733",0,0,0,1,0,0,0,0,0,0,0,"3"
"9734",0,0,0,0,0,0,1,0,0,0,0,"5"
"9735",0,0,1,0,0,0,0,0,0,0,0,"5"
"9736",0,1,0,0,0,0,0,0,0,0,0,"5"
"9737",0,0,0,0,0,0,0,0,0,0,0,"5"
"9738",0,1,1,0,0,0,0,0,0,0,0,"5"
"9739",0,1,0,0,0,0,0,0,0,0,0,"5"
"9740",0,0,0,0,0,1,0,0,0,0,0,"5"
"9741",0,0,0,0,0,0,0,0,0,0,0,"5"
"9742",0,0,0,0,0,0,0,0,0,0,0,"5"
"9743",0,0,0,0,0,0,0,0,0,0,0,"5"
"9744",0,0,0,1,0,0,0,0,0,0,0,"3"
"9745",0,0,1,1,0,0,0,0,0,0,0,"5"
"9746",0,0,0,0,0,1,0,0,0,0,0,"5"
"9747",0,0,0,0,0,1,0,0,0,0,0,"5"
"9748",0,1,0,0,0,0,0,0,0,0,0,"5"
"9749",0,0,0,0,0,0,0,0,0,0,0,"5"
"9750",0,2,0,0,0,0,0,0,0,0,0,"5"
"9751",0,0,0,0,0,0,0,0,0,0,0,"5"
"9752",0,0,0,0,0,0,0,0,0,0,0,"5"
"9753",0,0,0,0,0,1,0,0,0,0,0,"5"
"9754",0,0,0,0,0,1,0,0,0,0,0,"5"
"9755",0,0,0,0,0,0,0,0,0,0,0,"5"
"9756",0,0,0,0,0,0,0,0,0,0,0,"5"
"9757",0,0,0,0,0,0,0,0,0,0,0,"5"
"9758",0,0,0,0,0,0,0,0,0,0,0,"5"
"9759",0,0,0,0,0,0,1,0,0,0,0,"5"
"9760",0,3,0,0,0,0,0,0,0,0,0,"5"
"9761",0,2,0,0,0,0,0,0,0,0,0,"5"
"9762",0,0,0,0,0,1,0,0,0,0,0,"5"
"9763",0,0,1,1,0,0,0,0,0,0,0,"5"
"9764",0,0,0,0,0,0,0,0,0,0,0,"5"
"9765",0,1,0,0,0,0,0,0,0,0,0,"5"
"9766",0,1,1,0,0,0,0,0,0,0,0,"5"
"9767",0,0,0,0,0,0,0,0,0,0,0,"5"
"9768",0,0,0,0,0,0,0,0,0,0,0,"5"
"9769",0,0,0,0,0,0,0,0,0,0,0,"5"
"9770",0,0,0,0,0,0,0,0,0,0,0,"5"
"9771",0,0,0,0,0,0,0,0,0,0,0,"5"
"9772",0,0,0,0,0,0,0,0,0,0,0,"5"
"9773",0,0,0,0,0,0,1,0,0,0,0,"5"
"9774",0,0,0,0,0,0,0,0,0,0,0,"5"
"9775",0,0,0,0,0,0,0,0,0,0,0,"5"
"9776",0,0,0,0,0,1,0,0,0,0,0,"5"
"9777",0,0,2,0,0,0,0,0,0,0,0,"5"
"9778",0,0,0,0,0,0,0,0,0,0,0,"5"
"9779",0,0,0,0,0,0,0,0,0,0,0,"5"
"9780",0,0,0,2,0,0,2,0,0,0,0,"2"
"9781",1,0,0,0,0,0,0,0,0,0,0,"3"
"9782",0,0,0,0,0,0,0,0,0,0,0,"5"
"9783",0,0,762,0,0,0,0,0,0,0,0,"0"
"9784",0,1,1,0,0,0,0,0,0,0,0,"5"
"9785",0,0,0,0,0,0,0,0,0,0,0,"5"
"9786",0,0,0,0,0,0,0,0,0,0,0,"5"
"9787",0,0,0,0,0,0,0,0,0,0,0,"5"
"9788",0,0,32,0,0,0,0,32,0,0,0,"5"
"9789",2,0,0,0,0,0,4,0,0,0,0,"5"
"9790",0,0,0,0,0,0,0,0,0,0,0,"5"
"9791",0,0,0,0,0,0,0,0,0,0,0,"5"
"9792",0,0,0,0,0,0,0,0,0,0,0,"5"
"9793",0,0,0,0,0,0,0,0,0,0,0,"5"
"9794",0,0,0,0,0,0,0,0,0,0,0,"5"
"9795",0,0,0,0,0,0,0,0,0,0,0,"5"
"9796",0,0,0,0,0,0,0,0,0,0,0,"5"
"9797",0,0,0,0,0,0,0,0,0,0,0,"5"
"9798",0,0,0,0,0,0,1,0,0,0,0,"5"
"9799",0,0,0,0,0,0,0,0,0,0,0,"5"
"9800",0,0,0,0,0,0,0,0,0,0,0,"5"
"9801",0,0,0,0,0,0,0,0,0,0,0,"5"
"9802",0,0,0,0,0,1,0,0,0,0,0,"5"
"9803",0,0,0,0,0,4,0,0,0,0,0,"5"
"9804",0,0,0,0,0,0,0,0,0,0,0,"5"
"9805",0,0,0,0,0,0,0,0,0,0,0,"5"
"9806",0,0,0,0,0,0,0,0,0,0,0,"5"
"9807",0,7,0,0,0,0,0,0,0,0,0,"5"
"9808",0,0,0,0,0,0,0,0,0,0,0,"5"
"9809",0,0,0,0,0,0,0,0,0,0,0,"5"
"9810",0,0,0,0,0,0,0,0,0,0,0,"5"
"9811",0,0,0,0,0,0,0,0,0,0,0,"5"
"9812",0,0,0,0,0,1,0,0,0,0,0,"5"
"9813",0,0,0,12,0,0,2,0,0,0,0,"5"
"9814",0,0,0,0,0,1,0,0,0,0,0,"5"
"9815",0,0,0,0,0,0,0,0,0,0,0,"5"
"9816",0,0,0,1,1,1,0,0,0,0,0,"3"
"9817",0,0,0,0,0,2,0,0,0,0,0,"5"
"9818",0,0,0,0,0,0,0,0,0,0,0,"5"
"9819",0,0,0,0,0,0,0,0,0,0,0,"5"
"9820",0,0,1,1,0,0,0,0,0,0,0,"5"
"9821",0,0,0,1,0,0,0,0,0,0,0,"3"
"9822",0,0,0,0,0,1,0,0,0,0,0,"5"
"9823",0,0,0,0,0,0,0,0,0,0,0,"5"
"9824",0,0,0,0,0,0,0,0,0,0,0,"5"
"9825",0,0,1,1,0,0,0,0,0,0,0,"5"
"9826",6,0,0,6,0,0,0,0,0,0,0,"3"
"9827",0,1,0,0,0,0,0,0,0,0,0,"5"
"9828",0,0,0,0,0,0,0,0,0,0,0,"5"
"9829",0,0,0,0,0,0,0,0,0,0,0,"5"
"9830",0,0,0,0,0,0,0,0,0,0,0,"5"
"9831",0,0,0,0,0,2,0,0,0,0,0,"5"
"9832",0,0,0,0,0,0,0,0,0,0,0,"5"
"9833",0,0,0,0,0,0,0,0,0,0,0,"5"
"9834",0,0,0,0,0,0,0,0,0,0,0,"5"
"9835",0,0,0,0,0,0,0,0,0,0,0,"5"
"9836",13,0,0,0,0,0,0,0,0,0,0,"3"
"9837",0,0,0,0,0,2,0,0,0,0,0,"5"
"9838",0,0,0,1,0,0,0,0,0,0,0,"3"
"9839",0,0,0,0,0,1,0,0,0,0,0,"5"
"9840",0,1,0,0,0,0,0,0,0,0,0,"5"
"9841",0,0,0,0,0,0,0,0,0,0,0,"5"
"9842",1,0,0,0,0,0,0,0,0,0,0,"3"
"9843",0,0,0,0,0,0,0,0,0,0,0,"5"
"9844",0,0,0,0,0,0,0,0,0,0,0,"5"
"9845",0,0,0,1,0,0,0,0,0,0,0,"3"
"9846",0,0,0,0,0,0,0,0,0,0,0,"5"
"9847",0,0,1,1,0,0,0,0,0,0,0,"5"
"9848",0,0,0,0,0,0,0,0,0,0,0,"5"
"9849",0,0,0,0,0,0,0,0,0,0,0,"5"
"9850",0,0,0,0,0,0,0,0,0,0,0,"5"
"9851",0,0,0,0,0,0,4,0,0,0,0,"0"
"9852",0,0,0,0,0,0,0,0,0,0,0,"5"
"9853",0,0,0,2,0,0,0,0,0,0,0,"3"
"9854",0,1,2,0,0,0,0,0,0,0,0,"5"
"9855",0,0,0,0,0,1,0,0,0,0,0,"5"
"9856",0,1,0,0,0,0,0,0,0,0,0,"5"
"9857",0,0,0,0,0,0,0,0,0,0,0,"5"
"9858",0,0,0,0,0,1,0,0,0,0,0,"5"
"9859",0,0,0,1,0,0,0,0,0,0,0,"3"
"9860",0,0,0,0,0,0,0,0,0,0,0,"5"
"9861",0,1,1,0,0,0,0,0,0,0,0,"5"
"9862",0,0,1,1,0,0,0,0,0,0,0,"5"
"9863",0,0,0,0,0,1,0,0,0,0,0,"5"
"9864",0,0,0,0,0,1,0,0,0,0,0,"5"
"9865",0,0,0,0,0,3,0,0,0,0,0,"5"
"9866",0,0,0,0,0,0,0,0,0,0,0,"5"
"9867",0,0,0,0,0,0,0,0,0,0,0,"5"
"9868",0,0,0,0,0,0,0,0,0,0,0,"5"
"9869",0,0,0,0,0,0,0,0,0,0,0,"5"
"9870",0,0,0,0,0,1,0,0,0,0,0,"5"
"9871",0,0,0,0,0,0,0,0,0,0,0,"5"
"9872",0,0,0,0,0,0,0,0,0,0,0,"0"
"9873",0,0,4,5,0,0,0,0,0,0,0,"5"
"9874",0,0,0,0,0,0,0,0,0,0,0,"5"
"9875",0,0,0,2,0,0,0,0,0,0,0,"3"
"9876",0,0,0,0,0,0,0,0,0,0,0,"5"
"9877",0,0,0,0,0,3,0,0,0,0,0,"5"
"9878",0,6,0,0,0,0,0,0,0,0,0,"5"
"9879",0,0,0,0,0,0,0,0,0,0,0,"5"
"9880",0,0,0,0,0,0,0,0,0,0,0,"5"
"9881",0,0,1,0,0,0,0,0,0,0,0,"5"
"9882",0,0,0,0,0,0,0,0,0,0,0,"5"
"9883",0,0,0,0,0,0,0,0,0,0,0,"5"
"9884",12,0,0,0,0,0,10,0,0,0,0,"5"
"9885",0,0,21,0,0,21,0,21,0,0,21,"5"
"9886",0,0,0,0,0,1,0,0,0,0,0,"5"
"9887",0,0,0,0,0,0,0,0,0,0,0,"5"
"9888",14,0,0,18,0,0,10,0,0,0,0,"5"
"9889",1,0,0,0,0,0,0,0,0,0,0,"3"
"9890",1,0,0,0,0,0,0,0,0,0,0,"3"
"9891",0,0,2,0,0,0,0,0,0,0,0,"5"
"9892",0,0,0,2,0,0,2,0,0,0,0,"2"
"9893",0,0,0,0,0,0,1,0,0,0,0,"5"
"9894",0,1,0,0,0,0,0,0,0,0,0,"5"
"9895",0,0,0,0,0,0,0,0,0,0,0,"5"
"9896",0,0,3,9,0,0,0,0,0,0,0,"5"
"9897",0,0,0,0,2,0,0,0,0,0,0,"0"
"9898",0,0,0,0,0,0,0,0,0,0,0,"5"
"9899",0,0,0,0,0,0,0,0,0,0,0,"5"
"9900",0,0,4,1,0,0,0,0,0,0,0,"5"
"9901",0,0,0,0,0,0,0,0,0,0,0,"5"
"9902",0,0,0,1,0,0,0,0,0,0,0,"3"
"9903",0,0,2,0,0,0,0,0,0,0,0,"5"
"9904",0,2,2,0,0,0,0,0,0,0,0,"5"
"9905",1,0,0,0,0,0,0,0,0,0,0,"3"
"9906",0,0,0,0,0,0,0,0,0,0,0,"5"
"9907",0,0,0,0,0,0,0,0,0,0,0,"5"
"9908",0,0,1,1,0,0,0,0,0,0,0,"5"
"9909",0,0,2,0,0,0,0,0,0,0,0,"5"
"9910",0,0,0,0,0,0,0,0,0,0,0,"5"
"9911",0,0,2,0,0,0,0,0,0,0,0,"5"
"9912",0,0,0,0,0,0,0,0,0,0,0,"5"
"9913",0,0,0,10,10,9,0,0,0,0,0,"5"
"9914",0,0,0,0,0,1,0,0,0,0,0,"5"
"9915",0,0,0,0,0,0,0,0,0,0,0,"5"
"9916",0,0,0,0,0,0,0,0,0,0,0,"5"
"9917",2,0,0,0,0,0,0,0,0,0,0,"3"
"9918",0,9,0,0,0,0,0,0,0,0,0,"5"
"9919",0,0,0,0,0,0,0,0,0,0,0,"5"
"9920",0,0,0,0,0,0,0,0,0,0,0,"5"
"9921",0,0,0,1,0,0,0,0,0,0,0,"3"
"9922",0,0,2,0,0,0,0,0,0,0,0,"5"
"9923",3,0,0,0,0,0,6,0,0,0,0,"5"
"9924",0,0,0,0,0,0,0,0,0,0,0,"5"
"9925",2,0,0,0,0,0,0,0,0,0,0,"3"
"9926",0,0,0,0,0,0,0,0,0,0,0,"5"
"9927",0,0,2,0,0,0,0,0,0,0,0,"5"
"9928",0,0,0,2,0,0,0,0,0,0,0,"3"
"9929",2,0,0,0,0,0,0,0,0,0,0,"3"
"9930",0,0,0,0,0,0,0,0,0,0,0,"5"
"9931",0,0,0,0,0,0,0,0,0,0,0,"5"
"9932",0,0,0,0,0,3,0,0,0,0,0,"5"
"9933",0,0,0,0,0,8,0,0,0,0,0,"5"
"9934",0,0,0,0,0,0,0,0,0,0,0,"5"
"9935",0,0,0,0,0,0,0,0,0,0,0,"5"
"9936",0,0,1,0,0,0,0,0,0,0,0,"5"
"9937",0,0,2,0,0,0,0,0,0,0,0,"5"
"9938",0,0,0,1,0,0,0,0,0,0,0,"3"
"9939",0,0,0,0,0,0,0,0,0,0,0,"5"
"9940",1,0,0,0,0,0,0,0,0,0,0,"3"
"9941",3,0,0,0,0,0,1,0,0,0,0,"5"
"9942",0,0,0,0,0,1,0,0,0,0,0,"5"
"9943",2,0,0,0,0,0,2,0,0,0,0,"5"
"9944",0,2,0,0,0,0,0,0,0,0,0,"5"
"9945",0,0,0,0,0,0,0,0,0,0,0,"5"
"9946",0,0,0,0,0,0,0,0,0,0,0,"5"
"9947",0,0,0,0,0,0,0,0,33,0,0,"0"
"9948",0,1,1,0,0,0,0,0,0,0,0,"5"
"9949",0,0,0,0,0,0,0,0,0,0,0,"5"
"9950",0,0,0,0,0,0,0,0,0,0,0,"5"
"9951",0,0,0,1,0,0,0,0,0,0,0,"3"
"9952",0,0,0,0,0,0,0,0,0,0,0,"5"
"9953",0,0,0,0,0,0,0,0,0,0,0,"5"
"9954",0,0,0,0,0,0,0,0,0,0,0,"5"
"9955",0,0,0,0,0,0,0,0,0,0,0,"5"
"9956",0,0,0,0,0,1,0,0,0,0,0,"5"
"9957",0,0,0,1,0,0,0,0,0,0,0,"3"
"9958",0,0,0,1,0,0,0,0,0,0,0,"3"
"9959",0,0,1,0,0,0,0,0,0,0,0,"5"
"9960",0,0,0,0,0,0,0,0,0,0,0,"5"
"9961",0,0,0,0,0,0,0,0,0,0,0,"0"
"9962",0,0,2,2,0,0,0,0,0,0,0,"5"
"9963",0,0,0,0,0,3,0,0,0,0,0,"5"
"9964",0,0,1,0,0,0,0,0,0,0,0,"5"
"9965",0,0,1,0,0,0,0,0,0,0,0,"5"
"9966",0,0,0,0,0,0,0,0,0,0,0,"5"
"9967",0,0,0,0,0,0,0,0,0,0,0,"5"
"9968",0,1,0,0,0,0,0,0,0,0,0,"5"
"9969",0,0,1,0,0,0,0,0,0,0,0,"5"
"9970",0,0,0,0,0,1,0,0,0,0,0,"5"
"9971",0,0,0,1,1,1,0,0,0,0,0,"3"
"9972",0,0,0,0,0,0,0,0,0,0,0,"5"
"9973",0,0,0,0,0,7,0,0,0,0,0,"5"
"9974",0,0,0,0,0,0,0,0,0,0,0,"5"
"9975",0,0,0,0,0,0,0,0,0,0,0,"5"
"9976",0,0,0,0,0,0,0,0,0,0,0,"5"
"9977",0,0,23,0,0,0,0,0,0,0,0,"0"
"9978",0,0,0,0,0,0,0,0,0,0,0,"5"
"9979",0,0,0,0,0,0,1,0,0,0,0,"5"
"9980",0,0,0,0,0,0,0,0,0,0,0,"5"
"9981",6,0,0,0,0,0,0,0,0,0,0,"3"
"9982",0,0,0,0,0,1,0,0,0,0,0,"5"
"9983",0,0,0,0,0,0,0,0,0,0,0,"5"
"9984",0,0,0,0,0,0,0,0,0,0,0,"5"
"9985",1,0,0,0,0,0,0,0,0,0,0,"3"
"9986",0,0,0,0,0,0,0,0,0,0,0,"5"
"9987",0,0,0,0,0,0,0,0,0,0,0,"5"
"9988",0,1,0,0,0,0,0,0,0,0,0,"5"
"9989",0,0,1,0,0,0,0,0,0,0,0,"5"
"9990",0,0,0,0,0,0,0,0,0,0,0,"5"
"9991",0,0,0,0,0,0,0,0,0,0,0,"5"
"9992",0,0,0,2,0,0,3,0,0,0,0,"2"
"9993",0,0,4,0,0,0,0,0,0,0,0,"5"
"9994",0,1,0,0,0,0,0,0,0,0,0,"5"
"9995",0,0,0,0,0,0,0,0,0,0,0,"5"
"9996",0,0,0,0,0,0,0,0,0,0,0,"5"
"9997",0,0,0,0,0,0,0,0,0,0,0,"5"
"9998",0,0,0,0,0,0,0,0,0,0,0,"5"
"9999",0,0,0,0,0,0,1,0,0,0,0,"5"
"10000",0,0,0,0,0,0,1,0,0,0,0,"5"
"10001",0,1,2,0,0,0,0,0,0,0,0,"5"
"10002",3,0,0,0,0,0,5,0,0,0,0,"5"
"10003",0,0,0,0,0,1,0,0,0,0,0,"5"
"10004",0,0,0,0,0,0,0,0,0,0,0,"0"
"10005",0,2,0,0,0,0,0,0,0,0,0,"5"
"10006",0,0,9,0,0,0,0,0,0,0,0,"5"
"10007",0,0,0,0,0,0,0,0,0,0,0,"5"
"10008",0,0,0,0,0,0,0,0,0,0,0,"5"
"10009",0,0,0,0,0,0,0,0,0,0,0,"0"
"10010",0,0,0,0,0,1,0,0,0,0,0,"5"
"10011",0,0,0,0,0,0,0,0,0,0,0,"5"
"10012",0,0,0,0,0,0,0,0,0,0,0,"0"
"10013",0,1,4,0,0,0,0,0,0,0,0,"5"
"10014",0,0,1,0,0,0,0,0,0,0,0,"5"
"10015",0,0,0,0,0,0,0,0,0,0,0,"5"
"10016",0,1,0,0,0,0,0,0,0,0,0,"5"
"10017",0,0,0,0,0,0,0,0,0,0,0,"5"
"10018",0,0,0,0,0,0,0,0,0,0,0,"5"
"10019",0,0,0,0,0,0,0,0,0,0,0,"5"
"10020",0,0,0,0,0,0,0,0,0,0,0,"5"
"10021",0,0,0,0,0,0,0,0,0,0,0,"5"
"10022",0,0,0,0,0,0,0,0,0,0,0,"5"
"10023",0,0,0,0,0,0,0,0,0,0,0,"5"
"10024",0,0,0,0,0,1,0,0,0,0,0,"5"
"10025",0,1,1,0,0,0,0,0,0,0,0,"5"
"10026",0,0,0,0,0,0,0,0,0,0,0,"5"
"10027",0,0,0,1,0,0,3,0,0,0,0,"2"
"10028",0,0,0,0,0,0,0,2,0,0,0,"0"
"10029",0,0,0,0,0,0,0,0,0,0,0,"0"
"10030",2,0,0,0,0,0,0,0,0,0,0,"3"
"10031",0,0,0,0,0,0,0,0,0,0,0,"5"
"10032",0,0,2,5,0,0,0,0,0,0,0,"5"
"10033",0,0,0,0,0,0,0,0,0,0,0,"5"
"10034",0,0,2,0,0,0,0,0,0,0,0,"5"
"10035",0,0,0,0,0,0,0,0,0,0,0,"5"
"10036",0,0,1,1,0,0,0,0,0,0,0,"5"
"10037",0,0,0,0,0,0,0,0,0,0,0,"5"
"10038",0,0,0,0,0,0,0,0,0,0,0,"5"
"10039",0,0,0,0,0,0,0,0,0,0,0,"5"
"10040",0,0,0,0,0,3,0,0,0,0,0,"5"
"10041",0,2,0,0,0,0,0,0,0,0,0,"5"
"10042",0,0,2,0,0,0,0,0,0,0,0,"5"
"10043",0,0,3,0,0,0,0,0,0,0,0,"5"
"10044",0,7,0,0,0,0,0,0,0,0,0,"5"
"10045",0,4,0,0,0,0,0,0,0,0,0,"5"
"10046",0,0,0,0,0,2,0,0,0,0,0,"5"
"10047",0,0,0,0,0,0,0,0,0,0,0,"5"
"10048",0,0,0,0,0,0,0,0,0,0,0,"5"
"10049",0,0,1,0,0,0,0,0,0,0,0,"5"
"10050",0,0,0,0,0,0,0,0,0,0,0,"5"
"10051",0,0,1,0,0,0,0,0,0,0,0,"5"
"10052",0,0,0,0,0,0,0,0,0,0,0,"0"
"10053",0,0,0,0,0,0,0,0,0,0,0,"5"
"10054",0,2,6,0,0,0,0,0,0,0,0,"5"
"10055",0,0,0,0,0,0,0,0,0,0,0,"5"
"10056",0,0,0,0,0,0,0,0,0,0,0,"5"
"10057",0,0,0,0,0,4,0,0,0,0,0,"5"
"10058",0,0,0,1,0,0,0,0,0,0,0,"3"
"10059",0,0,0,0,0,0,0,0,0,0,0,"5"
"10060",0,0,0,0,0,0,0,0,0,0,0,"5"
"10061",1,0,0,0,0,0,0,0,0,0,0,"3"
"10062",0,0,0,0,0,0,0,0,0,0,0,"5"
"10063",0,0,0,0,0,0,0,0,0,0,0,"5"
"10064",0,1,0,0,0,0,0,0,0,0,0,"5"
"10065",0,1,1,0,0,0,0,0,0,0,0,"5"
"10066",0,0,0,5,0,5,0,0,0,0,0,"5"
"10067",0,0,0,2,0,0,0,0,0,0,0,"3"
"10068",4,0,0,0,0,0,1,0,0,0,0,"5"
"10069",0,0,0,0,0,0,0,0,0,0,0,"5"
"10070",0,0,0,0,0,0,0,0,0,0,0,"5"
"10071",1,0,0,1,0,0,1,0,0,0,0,"5"
"10072",0,0,0,0,0,0,0,0,0,0,0,"5"
"10073",0,0,0,1,0,0,0,0,0,0,0,"3"
"10074",0,0,1,0,0,0,0,0,0,0,0,"5"
"10075",0,0,0,0,0,0,0,0,0,0,0,"5"
"10076",3,0,0,0,0,0,0,0,0,0,0,"3"
"10077",0,0,0,0,0,0,0,0,0,0,0,"5"
"10078",0,0,0,1,0,0,0,0,0,0,0,"3"
"10079",0,0,1,0,0,0,0,0,0,0,0,"5"
"10080",0,0,0,0,0,0,0,0,0,0,0,"5"
"10081",0,0,0,0,0,0,0,0,0,0,0,"5"
"10082",0,0,0,0,0,0,0,0,0,0,0,"0"
"10083",0,0,0,0,0,0,0,0,0,0,0,"5"
"10084",0,0,0,0,0,0,0,0,0,0,0,"5"
"10085",0,1,0,0,0,0,0,0,0,0,0,"5"
"10086",0,0,0,0,0,0,0,0,0,0,0,"5"
"10087",0,0,0,0,0,0,0,0,0,0,0,"5"
"10088",1,0,0,0,0,0,0,0,0,0,0,"3"
"10089",0,0,0,0,0,0,0,0,0,0,0,"5"
"10090",0,0,0,0,0,0,0,0,0,0,0,"5"
"10091",0,0,0,1,0,0,0,0,0,0,0,"3"
"10092",0,0,0,0,0,1,0,0,0,0,0,"5"
"10093",0,2,0,0,0,0,0,0,0,0,0,"5"
"10094",0,0,0,0,0,0,0,0,0,0,0,"5"
"10095",0,0,0,0,0,1,0,0,0,0,0,"5"
"10096",0,1,0,0,0,0,0,0,0,0,0,"5"
"10097",0,0,0,0,0,0,0,0,0,0,0,"5"
"10098",0,0,0,0,0,0,0,0,0,0,0,"5"
"10099",0,0,0,0,0,13,0,0,0,0,0,"5"
"10100",0,3,0,0,0,0,0,0,0,0,0,"5"
"10101",0,0,0,0,0,0,0,0,0,0,0,"5"
"10102",0,0,0,0,0,0,0,0,0,0,0,"5"
"10103",0,0,2,0,0,0,0,0,0,0,0,"5"
"10104",0,0,0,0,0,0,1,0,0,0,0,"5"
"10105",0,0,0,0,0,0,0,0,0,0,0,"5"
"10106",0,0,0,0,0,0,0,0,0,0,0,"5"
"10107",0,0,0,0,0,0,0,0,0,0,0,"5"
"10108",2,0,0,0,0,0,3,0,0,0,0,"0"
"10109",0,0,0,0,0,0,0,0,0,0,0,"5"
"10110",0,0,0,1,0,0,0,0,0,0,0,"3"
"10111",0,0,0,0,0,0,0,0,0,0,0,"5"
"10112",1,0,0,0,0,0,2,0,0,0,0,"5"
"10113",0,0,1,0,0,0,0,0,0,0,0,"5"
"10114",0,0,0,0,0,0,0,0,0,0,0,"5"
"10115",0,0,0,0,0,0,0,0,0,0,0,"5"
"10116",0,0,0,0,0,0,0,0,0,0,0,"5"
"10117",0,0,1,1,0,0,0,0,0,0,0,"5"
"10118",0,0,0,0,1,0,0,0,0,0,0,"0"
"10119",0,0,0,1,0,0,1,0,0,0,0,"2"
"10120",0,0,10,12,0,0,0,0,0,0,0,"5"
"10121",0,0,0,0,0,0,0,0,0,0,0,"5"
"10122",10,0,0,0,0,0,0,0,0,0,0,"3"
"10123",0,0,0,0,0,1,0,0,0,0,0,"5"
"10124",0,0,0,0,0,0,0,0,0,0,0,"5"
"10125",0,0,0,0,0,0,0,0,0,0,0,"5"
"10126",0,4,6,0,0,0,0,0,0,0,0,"5"
"10127",0,0,0,0,0,0,0,0,0,0,0,"5"
"10128",0,0,0,0,0,0,0,0,0,0,0,"5"
"10129",0,0,0,0,0,0,0,0,0,0,0,"5"
"10130",1,0,0,1,0,0,0,0,0,0,0,"3"
"10131",0,0,13,0,0,0,0,0,0,0,0,"5"
"10132",0,0,0,0,0,0,0,0,0,0,0,"5"
"10133",0,0,0,0,0,0,0,0,0,0,0,"5"
"10134",0,0,0,0,0,0,0,0,0,0,0,"0"
"10135",0,0,0,0,0,0,0,0,0,0,0,"5"
"10136",0,1,0,0,0,0,0,0,0,0,0,"5"
"10137",0,0,0,0,0,0,0,0,0,0,0,"5"
"10138",0,0,0,0,0,2,0,0,0,0,0,"5"
